Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites
r944,20,43.2256711926,1
p438,20,52.9052986063,0
o795,20,60.6100591598,3
y865,20,52.3619824116,1
x773,20,49.7397128983,3
w193,20,50.0051380745,0
j365,20,50.9393527774,1
q483,20,50.2398558011,1
j119,20,48.1582093856,1
e476,20,55.2492729551,0
w167,20,57.548156689,0
q582,20,51.1859764799,2
p136,20,54.9137985665,1
w584,20,53.3235074308,1
b487,20,53.4276634446,0
y478,20,56.8488501637,1
g316,20,45.9333221879,1
a203,20,55.1733364777,1
o287,20,50.8561407771,2
j246,20,44.0203700855,0
j235,20,52.9429016857,1
m550,20,53.7579447558,3
a818,20,54.8346244991,0
i901,20,55.9744050244,0
v923,20,39.6482956778,0
c758,20,43.1263113953,1
v295,20,55.7313753549,3
k862,20,57.0578481835,1
z578,20,36.8900163468,0
o331,20,58.9657204314,1
g791,20,41.2118970031,0
w697,20,54.2280909812,3
c819,20,49.7624147548,1
k403,20,32.9977285776,1
m133,20,52.636882487,1
j984,20,54.3725156669,1
c832,20,56.7102335288,1
q597,20,41.9255865973,0
t565,20,39.0702137997,0
c402,20,54.8833204427,2
h333,20,51.9978061811,2
k510,20,52.1055738193,1
o973,20,51.9569930962,1
l700,20,50.7347681083,1
p981,20,50.3580694704,0
m650,20,56.7779387968,2
j989,20,41.6353442608,1
b879,20,53.9834356818,1
g107,20,62.7060314471,0
a644,20,45.8650646108,0
y793,20,40.7164281529,2
i557,20,43.9678951624,0
e291,20,52.533764787,1
c580,20,55.575321945,2
k382,20,57.8243507069,2
w422,20,53.676243359,1
s508,20,35.9286508321,0
e584,20,50.3449209528,2
x264,20,53.074269727,1
e213,20,52.6137628852,2
r921,20,44.1363158847,0
j755,20,55.4966075281,1
e662,20,44.0012957974,0
r701,20,54.1141374178,0
y260,20,50.7295817393,3
i177,20,35.3453613591,0
r811,20,40.7728027034,0
s565,20,57.0461891185,1
m546,20,36.7122953532,0
a366,20,57.2859874161,0
t724,20,57.2294091428,0
p387,20,56.5876167975,0
v289,20,54.2500539748,0
h246,20,57.9359121766,1
l725,20,59.6151547968,2
z969,20,57.8987782255,2
w540,20,50.6727274492,2
i334,20,39.6878316954,0
v835,20,51.296542659,2
a444,20,41.7146187371,0
t451,20,51.063677929,0
a492,20,53.6771925282,0
g288,20,42.9571200134,1
x402,20,50.4147504143,2
n923,20,52.599206108,1
i738,20,38.5311363449,0
n364,20,37.4788684978,0
f234,20,51.1127129256,2
m601,20,34.2557316964,1
f993,20,52.0795100926,1
c458,20,39.5051350824,2
u196,20,46.1053630289,1
a411,20,38.0873731814,1
x930,20,52.5560657478,0
u327,20,53.1898790681,0
q610,20,46.5854334737,0
b559,20,55.6544557169,1
j913,20,42.1683413247,0
v603,20,53.7212419313,0
g497,20,55.0969935585,1
z795,20,53.2806571743,1
a520,20,35.9477451367,0
d474,20,51.7314941603,0
d251,20,37.6520908462,1
s710,20,42.6299626576,1
r604,20,51.9027529201,1
x401,20,36.065834708,0
m269,20,61.1458663804,0
a963,20,51.4637344829,0
p189,20,56.5302044709,3
g989,20,54.6576500822,1
n304,20,49.2533086334,1
u149,25,52.9253484646,0
x264,25,56.8910528277,2
l725,25,65.008828889,2
i177,25,34.0821803031,1
l471,25,52.8475589322,1
r944,25,41.0869910555,1
v295,25,57.6918591767,3
x930,25,53.7261013007,0
c927,25,56.5455194684,2
a520,25,36.5585812854,1
y865,25,57.173538463,2
b559,25,57.0436692907,1
m546,25,37.4444454297,0
v991,25,60.0167473328,2
l700,25,54.2345018064,1
w167,25,61.868576732,0
s710,25,43.0604087491,1
n304,25,53.9708592448,2
k210,25,54.6139727943,0
p438,25,54.510574925,0
x581,25,51.9352831811,3
q582,25,51.9682105622,2
r604,25,52.9368581162,1
j119,25,42.4171658876,1
l490,25,55.8100335908,2
q483,25,52.4300664882,1
a275,25,53.5760641671,1
a818,25,56.9662733232,0
l733,25,54.9516682635,1
o287,25,52.0684864185,3
z969,25,63.1456521274,2
m133,25,54.0824366171,2
t565,25,37.3422097633,0
l509,25,44.006257018,2
o795,25,65.7417772276,4
t724,25,59.826067973,1
b759,25,55.0836323492,0
b487,25,56.0577490854,1
u196,25,46.7053253976,1
r701,25,57.89848998,1
y478,25,57.8269759771,1
x773,25,51.1044210864,3
x822,25,54.0413332582,2
o809,25,52.3181740669,1
i557,25,44.5962185427,0
p136,25,56.2814765233,1
c559,25,54.555441683,2
m269,25,64.8930197554,0
a788,25,56.7702802971,1
x401,25,36.6171203135,0
a963,25,52.1298037405,0
l897,25,45.3546791646,0
s337,25,50.9706888979,2
b313,25,55.7451462776,1
j989,25,39.9341124852,1
q511,25,57.2575828717,0
t451,25,55.5275534452,0
c302,25,55.0762285293,3
o926,25,54.7633385212,3
p981,25,52.5447048014,1
c264,25,56.9667687641,2
d251,25,38.0975132842,1
w540,25,52.6002695518,2
j365,25,51.8103204006,1
j913,25,37.8606693634,0
a411,25,38.7014384033,1
k894,25,52.3258383266,2
g296,25,55.6701066045,3
w914,25,40.2919166099,0
q610,25,40.1464501916,0
w575,25,58.5873216927,1
h333,25,53.7309143434,2
m601,25,33.1187560745,1
q633,25,55.6831017,1
f234,25,52.178602209,2
f545,25,60.2534813862,1
x402,25,52.4317366358,2
a401,25,54.2098355061,3
a492,25,54.701228684,1
a444,25,42.2913943669,0
c458,25,37.7531496418,2
z795,25,57.9470998402,2
g989,25,56.0455635335,1
s185,25,33.9499403692,0
a366,25,59.0117281702,0
s187,25,56.4852198404,1
s565,25,58.5536107924,1
r921,25,42.6553408931,1
o302,25,60.517102525,0
g570,25,56.8494055954,1
j755,25,58.0558182164,1
e213,25,55.224476148,2
t718,25,55.876587874,3
u364,25,35.5036155664,2
g558,25,55.754082566,2
e584,25,51.3864190841,2
e291,25,55.1389525025,2
a644,25,41.4812240776,0
o562,25,54.7427331555,1
r811,25,37.6140106808,0
r107,25,57.7066671539,1
p387,25,58.0984894585,0
i635,25,52.9288232312,1
w350,25,52.8059151802,1
k403,25,33.4645773532,1
j984,25,57.0643547939,1
p310,25,55.3418341569,2
a897,25,56.4133197742,3
a699,25,51.8463814709,0
w697,25,57.610394297,3
c402,25,58.269888527,2
b742,25,38.6176843347,0
k862,25,58.7192972973,2
t198,25,56.184663987,3
c758,25,43.6022673026,1
c757,25,57.106418205,2
s141,25,53.8043703838,1
i901,25,56.5751949982,0
b879,25,56.4699874382,2
v923,25,40.1564126858,1
y769,25,58.3359590128,3
g791,25,35.5693993504,1
c282,25,56.292200388,1
s121,25,55.650681319,2
g107,25,64.6636257923,0
k804,25,55.6748079834,1
w151,25,51.8690586965,2
d474,25,54.2793246201,0
e227,25,60.6002916856,1
m550,25,57.620682369,4
r554,25,33.8933451485,3
f345,25,53.0788944028,0
c139,25,61.4619697626,0
g288,25,42.368692385,1
p189,25,62.1089595613,3
g497,25,57.5244461062,2
g316,25,46.8092246925,1
y260,25,54.437561723,4
c895,25,57.5341928813,2
i334,25,38.2488173201,1
h246,25,59.5488536968,1
k483,25,57.4320073076,2
z578,25,37.4141141905,0
c766,25,58.214624372,3
a577,25,54.3809315381,2
c819,25,51.8283570592,1
q597,25,42.5757070942,1
c832,25,58.8918164429,2
i669,25,53.3031845548,2
a685,25,51.9399509227,0
a262,25,60.1318621679,2
m650,25,62.2535969021,2
y163,25,56.1763845158,1
n671,25,56.1744578511,0
v289,25,56.7200954451,0
b128,25,43.2621448277,1
m957,25,37.6954315382,1
o973,25,53.1798147077,1
n763,25,53.4058705293,2
o331,25,61.1023057482,1
j296,25,55.76714817,3
q132,25,52.7804892972,4
w584,25,55.6508379117,1
j246,25,44.5552259519,0
e476,25,57.4086380039,0
c580,25,56.2890623117,2
u327,25,56.0596340925,0
i386,25,56.6878639177,3
s152,25,64.1191421308,2
w422,25,56.9579171512,2
v603,25,56.0752300146,1
a251,25,57.4146456985,1
l661,25,53.1806567827,2
k382,25,59.5039039178,3
i738,25,34.9734376085,0
n923,25,56.8554649752,2
e662,25,44.6645943219,1
n364,25,33.2050082421,0
q787,25,52.7131878552,2
y793,25,38.992733904,2
z581,25,54.3164068167,2
s508,25,36.3385689369,0
a203,25,56.7932083242,1
m650,30,64.9018875473,3
n763,30,55.4136596098,3
z578,30,37.8159348669,0
c758,30,44.1182702761,1
v923,30,40.7522162629,2
k862,30,60.6054397898,3
g570,30,60.3287170509,1
e584,30,54.9844076668,3
t198,30,56.9249743083,3
s141,30,55.841410065,1
c139,30,64.1498707741,1
w422,30,60.0966346716,3
b742,30,39.1679494956,0
i557,30,45.2613838113,0
u364,30,35.9783343964,2
g316,30,44.2214798796,2
r921,30,43.4193807663,1
m550,30,60.8565427184,4
e213,30,56.4587286423,3
a203,30,59.5231972822,1
a644,30,37.2111206315,0
j755,30,60.0072097835,1
r107,30,58.4064725585,1
p387,30,63.2692455226,0
c895,30,60.9697113308,2
r811,30,38.2420663887,0
c580,30,58.0465694091,3
f345,30,54.3637973094,1
o302,30,62.0305936448,1
e662,30,45.3502324156,1
b879,30,60.9076148061,2
s565,30,63.6689667821,1
t718,30,57.7041137204,3
g558,30,58.9528291072,3
c757,30,60.0985718432,2
i901,30,60.5918575471,0
i635,30,53.5970381963,2
s187,30,60.0087826265,2
c402,30,63.7431942843,2
a699,30,54.37934505,0
c264,30,57.8239155607,2
p136,30,57.0528054555,1
g497,30,61.1081859982,2
d251,30,38.7182563838,2
r554,30,32.6806545885,3
j365,30,54.4048817649,1
z581,30,56.2867499051,2
a492,30,56.2010410435,1
a444,30,42.7862783457,0
q787,30,55.0362062491,2
a401,30,55.9101615864,3
f545,30,65.8939860721,1
x402,30,54.3515846335,3
f234,30,56.8738165431,2
a251,30,59.8612412853,1
q633,30,58.0572525749,1
c458,30,38.3420082299,2
v603,30,57.9905537761,1
j246,30,38.044082019,1
w575,30,60.1530652379,1
w914,30,40.99311013,0
q610,30,40.6683425615,1
i386,30,59.1336402878,3
m601,30,31.7582749051,1
k894,30,54.4001227893,3
u327,30,57.3140723863,0
g296,30,57.9977064166,3
j913,30,34.7572404559,0
q132,30,54.656548721,4
i334,30,39.0055543531,1
x401,30,32.915291864,0
o809,30,54.8326287973,1
c559,30,57.146143883,2
o331,30,66.3306634729,1
a897,30,59.9169344271,3
a577,30,57.0318618675,2
j984,30,61.2405057258,1
q597,30,43.3391612293,1
k403,30,31.0994975278,1
w350,30,55.8799089617,1
c832,30,60.4963757866,2
s185,30,32.959670776,1
w584,30,58.2684424837,1
y163,30,59.41253724,2
g989,30,59.0822939412,1
h333,30,55.4552897489,2
a262,30,64.9580917839,3
w697,30,60.7206359101,3
p981,30,56.3391043173,1
c302,30,57.419743887,3
t451,30,59.2758226844,0
k483,30,59.7470770819,2
q511,30,59.3643535045,1
o973,30,57.7699595186,1
l897,30,39.3527920101,1
j989,30,34.6717810711,1
g288,30,42.8744605586,1
s337,30,52.7477176761,3
a963,30,53.4016673771,1
k804,30,59.2406151136,2
d474,30,55.3413415734,0
a788,30,60.4137090758,1
m269,30,67.7125098822,1
o926,30,56.9173983838,3
b128,30,40.6053348648,1
a366,30,63.4406862736,1
r701,30,60.3418187213,1
m957,30,38.2124793925,1
v295,30,59.3337720245,3
b759,30,55.7428286919,1
n364,30,33.8177579986,0
z969,30,65.8410127448,3
w151,30,56.7671582075,2
l700,30,56.6532149954,1
o287,30,54.5030012211,3
t724,30,64.2345946982,2
r944,30,41.680791107,1
x773,30,52.813115177,4
l509,30,44.7080547326,2
a275,30,54.4447131688,2
g107,30,69.1605198228,0
s508,30,35.4740223478,0
l471,30,58.0936044633,1
u196,30,47.622816356,2
p438,30,56.4064217341,0
j296,30,56.803061207,3
n923,30,59.6325605231,3
a411,30,39.1307372379,1
l733,30,56.3190653669,1
p189,30,67.1045366507,4
n304,30,55.0390198529,3
q582,30,52.6488934956,2
g791,30,34.9525828423,1
n671,30,60.1651804559,0
e227,30,62.4643851526,2
o795,30,68.2170697425,4
r604,30,54.688215356,2
x581,30,55.4928260178,3
c819,30,56.0989981962,1
l490,30,57.9183813165,3
a818,30,60.0723719791,0
c766,30,60.2559244984,3
l725,30,66.5995451484,3
q483,30,54.952225851,1
t565,30,32.8689161734,0
j119,30,43.0136811371,1
l661,30,55.3290993571,2
m546,30,37.9699336498,0
x822,30,55.4451548315,2
k210,30,59.9895097609,1
w167,30,67.1978718559,0
h246,30,63.5996095357,1
s710,30,43.5717032336,1
v991,30,62.7436430758,3
b559,30,61.1903866261,1
i738,30,35.5787798701,1
z795,30,59.789635904,2
c282,30,59.0059020685,1
e476,30,57.99279743,1
k382,30,63.4694415464,4
y769,30,61.0719488643,3
o562,30,59.6535245339,1
i177,30,34.711473016,1
y478,30,59.3746145163,1
y865,30,59.0332753041,3
a520,30,36.9477098106,1
x264,30,58.1586942342,3
a685,30,55.4538551891,1
y793,30,35.72602314,2
y260,30,58.5826763418,4
c927,30,60.7539246042,2
i334,35,39.7695521018,2
l897,35,37.682766641,1
o809,35,55.6294284646,1
a520,35,37.6247102563,1
p189,35,67.8737767518,4
k483,35,60.5415615864,2
x822,35,56.7965666526,2
a963,35,56.8139764581,1
l725,35,69.125701726,3
l733,35,57.6007977375,1
m269,35,68.689917354,1
y478,35,61.8880267768,1
s185,35,28.32853059,1
s337,35,54.8108125084,3
o973,35,60.2422193118,1
d474,35,56.4791125689,0
h246,35,67.211270096,2
j989,35,35.1155898014,1
k804,35,62.1172788661,2
e227,35,66.9491213569,3
w151,35,58.3391409547,2
q511,35,60.8386605931,1
l700,35,61.4626035412,1
t451,35,63.7569896424,0
e662,35,43.2202763647,1
z581,35,58.6283987816,3
c264,35,61.0747950616,2
w914,35,41.6649157736,1
l661,35,56.4741287099,2
v603,35,63.1894318386,1
j246,35,38.7532654788,1
q610,35,36.561652291,2
l509,35,40.2072885023,2
m546,35,38.6275358055,1
w575,35,63.6864450308,2
i386,35,64.9254203733,3
y865,35,61.1531399106,3
n364,35,34.4875220422,1
i738,35,36.1759526888,1
k894,35,55.3626623753,4
c282,35,59.8876547494,1
g296,35,60.3845197846,4
u327,35,58.089028365,1
j913,35,35.1701484317,0
y769,35,63.4306322123,3
m601,35,30.834357039,1
a444,35,41.7359508342,0
q633,35,63.1256592981,1
l471,35,61.4059991646,1
a251,35,60.9038845483,1
x401,35,30.2068248766,0
n304,35,57.1224192556,4
o795,35,69.0850941547,4
p136,35,57.6307819529,1
n923,35,60.3562943168,3
r604,35,59.217000146,2
t565,35,33.5156706323,0
d251,35,37.7085294203,2
j365,35,56.9612001622,2
c559,35,59.4550407417,2
a492,35,57.3085537947,1
g497,35,64.0948892973,2
z969,35,69.1762460669,4
a401,35,60.347144674,3
f545,35,66.7429241731,1
u196,35,47.0014654238,2
x402,35,55.2409622264,3
r554,35,33.0693370516,3
q787,35,60.3338524187,3
f234,35,57.748758312,2
j296,35,58.7144829582,3
c302,35,62.2365715655,3
c832,35,61.1244871697,2
g288,35,38.9541145767,1
f345,35,56.5233272649,1
g107,35,71.9051172092,0
b559,35,65.7057627543,1
r701,35,64.730010445,1
m550,35,62.5391538587,4
x773,35,55.1927363917,4
b128,35,37.9676443669,1
p387,35,66.4922037978,1
t724,35,67.7443279491,2
s565,35,64.7765790865,2
r811,35,36.003020161,1
i635,35,55.6799965568,2
o287,35,55.1182902851,4
c766,35,65.9523679089,4
o926,35,58.5939931772,3
r944,35,40.4017654219,2
i901,35,62.1273356091,0
g316,35,44.7028329625,2
a818,35,63.2985458584,0
m650,35,69.2657468118,4
b879,35,64.2608863279,2
z578,35,38.504824438,0
n763,35,57.3824129586,3
y793,35,36.3278695997,2
u364,35,35.4594897809,2
k382,35,66.079184831,4
t718,35,60.4638985119,3
e584,35,58.0865598876,3
e476,35,60.0643402029,1
v991,35,63.8953129437,4
g558,35,60.8621588345,4
z795,35,60.4356541639,2
i557,35,45.9419490139,0
p438,35,57.5385554628,1
w167,35,68.1342881703,0
i177,35,35.1521662043,1
a203,35,61.9316500694,2
a644,35,35.1286308314,0
c927,35,61.8722736528,3
j755,35,62.7328576005,1
y260,35,59.6035582109,4
w422,35,61.4096199392,4
x264,35,61.2996077776,4
g570,35,62.3304203966,2
e213,35,58.2458543541,3
q483,35,59.253484331,1
c757,35,64.2911635123,2
a411,35,39.7172358898,1
o562,35,65.3607674211,1
a685,35,58.0926292504,1
a897,35,64.0528731025,3
g989,35,62.5708796137,2
o331,35,70.126237536,2
q597,35,43.8072014225,1
j984,35,64.0553989564,1
v295,35,61.8931526689,3
q582,35,53.7131579152,2
k862,35,66.5807224433,3
j119,35,43.7657053733,1
k210,35,63.329330227,1
y163,35,61.7301956164,2
a275,35,56.3535380394,2
w350,35,56.6835575768,1
s508,35,35.846140698,0
k403,35,26.5469934307,1
a699,35,56.5106823354,1
s710,35,44.1605187913,1
c402,35,65.8079627002,2
c819,35,57.7295346636,1
x581,35,58.0775829251,3
c139,35,67.8214196868,1
a262,35,66.5619630236,4
m957,35,32.5628391419,1
b742,35,39.8475755554,0
c758,35,37.8023854599,1
v923,35,41.4392415569,2
w697,35,63.6890421576,3
p981,35,59.1310229741,1
t198,35,57.735941156,3
g791,35,30.9603919427,1
a262,40,69.592731975,4
a644,40,35.7794508609,0
i334,40,40.442370367,2
a520,40,38.2597249741,1
k894,40,58.647056157,4
e662,40,44.0067238476,2
n364,40,34.9547331119,1
k403,40,24.3655047062,1
b128,40,38.3797259008,2
i177,40,35.5579327877,2
c302,40,63.2810714824,4
s508,40,32.7981711883,0
y478,40,65.9711201741,1
t718,40,61.5303989002,3
c282,40,65.0217994401,2
o795,40,70.2664788696,4
m546,40,35.1145752025,1
z578,40,34.0220933558,0
g791,40,31.3694057336,1
c758,40,32.8331885798,1
d251,40,38.2654037868,2
c264,40,65.7083227208,2
u196,40,43.4536867949,2
c757,40,66.6043677097,2
r811,40,36.5200328965,1
c766,40,67.6852945578,4
e227,40,70.7152176003,3
n763,40,58.0111458296,4
f545,40,71.1081183452,1
r944,40,41.042044904,2
x773,40,55.9876755056,4
s185,40,25.4721432616,1
a897,40,67.211742786,4
q787,40,62.0341267031,3
a444,40,42.5049255428,0
m601,40,31.3780453019,1
t565,40,33.9493413058,0
q597,40,44.4718212132,2
j989,40,35.5011901367,1
u327,40,60.4665454118,1
b879,40,67.1891266642,2
j755,40,67.2077102951,1
y260,40,60.9141762702,4
g570,40,68.5258561579,2
a275,40,60.9215386787,3
s710,40,40.1719201094,1
s565,40,67.2210069793,2
p387,40,69.0388761787,1
l471,40,63.84485785,1
i635,40,56.8424351425,3
e476,40,61.5252758296,1
k382,40,67.4209552138,4
j119,40,44.5850895996,1
i901,40,64.3034545102,0
a203,40,63.5934900195,2
b742,40,38.2556273978,0
w422,40,63.0725846692,4
k862,40,67.5713412826,4
t198,40,59.1299599699,4
k210,40,66.6228362756,2
a699,40,58.6054481636,1
f345,40,58.3155925041,1
v923,40,42.1510147986,2
m550,40,68.2107201909,4
l661,40,59.2056687605,3
o287,40,57.1971928996,4
v295,40,65.4660744433,3
e213,40,60.2365479716,3
w151,40,62.1879503891,2
p189,40,74.1060907731,4
t724,40,69.7283255901,2
q483,40,64.1923411352,1
r701,40,66.6407217789,1
p438,40,59.3052880573,1
a818,40,69.2738137369,1
x264,40,63.2832882078,4
c927,40,64.1832291806,4
a411,40,40.2588176479,1
j296,40,60.0726884804,3
a685,40,60.5679037056,2
z795,40,62.3766388411,3
v991,40,64.8511286037,4
h246,40,71.1508346844,2
u364,40,36.0241375158,2
o562,40,71.1724632085,1
m957,40,32.9476148417,1
c819,40,62.1757046461,1
x581,40,60.2804054858,3
e584,40,62.8168708302,4
g558,40,61.7749626799,4
y793,40,31.4754107558,2
i557,40,46.8210697156,1
j984,40,67.7770803588,1
l725,40,73.6934938188,3
g316,40,45.5658210311,2
p136,40,61.3802488668,1
r604,40,60.1861153114,2
a492,40,57.9284989721,1
k483,40,64.1387248902,3
o973,40,64.4878124585,2
j365,40,62.3271706555,2
d474,40,60.2337327781,1
l509,40,40.7708125938,2
z581,40,60.053739634,3
a401,40,61.7686053849,4
g497,40,67.7428140557,2
x402,40,56.6917229436,3
y865,40,63.4695494599,3
q633,40,68.4986387581,2
z969,40,70.3149041142,4
a251,40,63.0950756519,1
w914,40,35.6113086052,2
w575,40,64.938406207,3
r554,40,31.8048413297,3
i386,40,67.2896214667,4
j913,40,31.0018607761,1
g296,40,62.2219149274,4
i738,40,36.8438979862,2
c832,40,62.5723181635,2
c559,40,60.8618443123,3
x401,40,28.1673973231,0
n304,40,59.8305066732,4
w350,40,62.3243476901,2
m650,40,70.7970678729,4
c402,40,70.2222967893,2
b559,40,69.9696164479,1
o926,40,59.903044477,3
c139,40,69.4281409486,2
l897,40,38.3439015408,1
x822,40,59.5556846563,2
l700,40,62.9866779843,1
t451,40,67.654795994,1
y163,40,63.6206795825,2
q511,40,63.1944280711,2
l733,40,59.4435064952,1
m269,40,70.2146441864,1
y769,40,64.2510276139,4
g288,40,36.3568512105,1
n923,40,66.2296055391,3
a963,40,58.4637868525,1
o331,40,71.4477425103,3
s337,40,56.9948158925,4
n364,45,31.0953350465,1
b128,45,38.9828777369,2
l661,45,59.8519555174,3
y865,45,64.7298365528,3
y769,45,68.5947449754,4
b559,45,73.0513633905,1
t565,45,34.4552979914,0
c282,45,65.8151653496,2
l509,45,41.4830076486,3
j296,45,61.8490233555,3
a411,45,38.407618303,1
p189,45,75.2949359046,4
m650,45,73.9013991214,4
q597,45,45.2208688795,2
g288,45,37.0740242155,1
o331,45,78.5670136214,4
y163,45,67.685568623,3
i334,45,36.3745103858,2
c139,45,72.2267308995,2
c832,45,65.415954505,3
a262,45,70.7176205811,4
z581,45,62.7544514073,3
g497,45,69.8722507947,2
a251,45,65.5257428523,1
q787,45,66.0964747731,3
r554,45,32.3773568408,3
k483,45,66.1969115113,3
w151,45,67.5274823673,3
g316,45,40.1592202986,2
m550,45,69.2535031225,4
e227,45,73.2129385077,3
a685,45,66.08306589,3
s508,45,30.2762317489,0
h246,45,74.1040856682,2
y793,45,31.8962383998,2
c766,45,69.8231457684,4
z578,45,30.6386957475,0
m957,45,33.3290977815,1
e662,45,40.6590062721,2
e476,45,62.4354040184,1
k382,45,73.7156189986,4
a203,45,67.9734187806,2
w422,45,67.9895300127,4
f345,45,60.9187665154,1
y260,45,62.9094406203,4
m546,45,30.564625086,1
a818,45,74.9977644288,2
l471,45,67.7486617382,1
s337,45,62.1096510197,4
a963,45,62.7650931652,1
q511,45,68.6110607477,3
k403,45,22.0501262735,1
t451,45,68.711630197,1
o926,45,62.3279660629,4
l897,45,38.8468756907,1
c302,45,64.5752215711,4
w350,45,64.957561848,2
c402,45,74.0403901771,3
v923,45,40.6581236579,2
c758,45,33.3976525121,1
j984,45,70.6538316181,1
a699,45,62.1914143712,1
a897,45,72.2559630577,4
t198,45,64.9113626787,4
k862,45,69.2991490732,4
j989,45,36.134852433,1
b742,45,38.9396326337,0
m269,45,75.1236895484,1
c264,45,67.9421210707,2
g296,45,68.1631951707,4
j913,45,31.5604695499,1
w575,45,68.4012859299,3
k894,45,60.7527041686,4
a444,45,43.0475426023,0
q633,45,70.8277963054,2
w914,45,36.0410473598,2
a401,45,66.7941559892,4
f545,45,73.3244322804,1
x402,45,61.6196061525,3
j365,45,64.2940849315,2
m601,45,28.4309641063,1
d251,45,37.3112355195,2
a492,45,60.1220105157,1
x401,45,28.4840328114,0
p136,45,63.4886967803,2
c559,45,61.840058422,4
s185,45,23.3435978665,1
i738,45,37.3118457744,2
i901,45,65.3418108738,0
c757,45,69.0428408177,3
t724,45,75.1132880077,2
s710,45,40.7285778716,1
x581,45,64.6349488748,3
a275,45,62.9993561904,3
a520,45,38.8103663256,1
k210,45,68.9231845721,3
j119,45,38.1251643976,1
y478,45,66.842634534,1
l725,45,76.6688174173,3
x822,45,61.3866603152,3
l700,45,63.9466404372,1
l733,45,64.2998300327,1
n304,45,63.5863951382,4
o795,45,73.0594543492,4
u196,45,40.6677129221,3
r604,45,62.670759039,3
z969,45,73.8678447583,4
g791,45,29.1284718087,1
i635,45,58.6334041401,3
o287,45,59.7419006401,4
r701,45,69.7785440734,1
r811,45,37.2256503301,1
u327,45,66.2688013293,2
s565,45,72.5889644677,2
g570,45,70.4927876341,2
i557,45,47.6859630331,1
a644,45,32.9785219169,1
j755,45,69.5636207598,1
e213,45,63.1056962952,4
e584,45,68.3597766991,4
t718,45,63.4236951662,4
o562,45,72.4554211616,2
i177,45,33.5624021721,3
v991,45,70.1677489854,4
z795,45,65.7410702939,3
r944,45,41.5815207362,2
u364,45,31.0239229361,3
p438,45,61.4338922251,1
x773,45,58.6349714869,4
b879,45,72.5552389364,2
