source account,text,date,tweets ago,compound score,positive score,neutral score,negative score
@CBS,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",2018-05-16,26,-0.4588,0.163,0.577,0.26
@CBS,Meet the new shows coming to CBS this fall!,2018-05-16,27,0.0,0.0,1.0,0.0
@CBS,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,2018-05-16,28,0.7777,0.236,0.764,0.0
@CBS,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",2018-05-16,29,0.296,0.095,0.905,0.0
@CBS,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",2018-05-16,30,0.6369,0.234,0.766,0.0
@CBS,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",2018-05-16,31,0.46,0.143,0.857,0.0
@CBS,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",2018-05-16,32,0.8122,0.33,0.67,0.0
@CBS,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,2018-05-15,33,-0.2057,0.07,0.821,0.109
@CBS,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",2018-05-14,34,0.4199,0.141,0.859,0.0
@CBS,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",2018-05-14,35,0.0,0.0,1.0,0.0
@CBS,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",2018-05-14,36,0.4939,0.144,0.856,0.0
@CBS,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,2018-05-14,37,-0.3612,0.0,0.878,0.122
@CBS,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",2018-05-14,38,0.6476,0.243,0.674,0.082
@CBS,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",2018-05-14,39,0.9081,0.408,0.592,0.0
@CBS,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,2018-05-14,40,-0.762,0.111,0.586,0.303
@CBS,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,2018-05-14,41,0.3612,0.2,0.8,0.0
@CBS,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,2018-05-14,42,0.0,0.152,0.696,0.152
@CBS,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",2018-05-13,43,0.7351,0.279,0.721,0.0
@CBS,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,2018-05-11,44,0.7245,0.252,0.748,0.0
@CBS,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,2018-05-11,45,0.128,0.119,0.791,0.09
@CBS,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",2018-05-10,46,0.7263,0.253,0.747,0.0
@CBS,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",2018-05-10,47,-0.0772,0.069,0.847,0.085
@CBS,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,2018-05-10,48,0.4753,0.181,0.819,0.0
@CBS,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",2018-05-10,49,0.3182,0.108,0.892,0.0
@CBS,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",2018-05-09,50,0.8176,0.333,0.667,0.0
@CBS,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,2018-05-09,51,0.8395,0.391,0.609,0.0
@CBS,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",2018-05-08,52,-0.4599,0.0,0.8,0.2
@CBS,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,2018-05-08,53,0.4574,0.15,0.85,0.0
@CBS,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,2018-05-08,54,0.34,0.183,0.725,0.092
@CBS,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",2018-05-07,55,0.0,0.0,1.0,0.0
@CBS,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,2018-05-04,56,0.5093,0.13,0.87,0.0
@CBS,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,2018-05-04,57,0.6996,0.225,0.775,0.0
@CBS,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,2018-05-04,58,0.5562,0.264,0.736,0.0
@CBS,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,2018-05-02,59,0.0,0.0,1.0,0.0
@CBS,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,2018-05-01,60,0.0,0.0,1.0,0.0
@CBS,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",2018-05-01,61,0.0,0.0,1.0,0.0
@CBS,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",2018-05-01,62,0.8268,0.299,0.701,0.0
@CBS,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,2018-04-30,63,0.8777,0.373,0.627,0.0
@CBS,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,2018-04-30,64,0.0,0.0,1.0,0.0
@CBS,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,2018-04-30,65,0.3818,0.14,0.86,0.0
@CBS,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,2018-04-29,66,0.8356,0.33,0.67,0.0
@CBS,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,2018-04-26,67,0.0,0.0,1.0,0.0
@CBS,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",2018-04-25,68,0.75,0.313,0.687,0.0
@CBS,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,2018-04-25,69,0.5719,0.163,0.837,0.0
@CBS,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",2018-04-25,70,0.6239,0.221,0.779,0.0
@CBS,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,2018-04-23,71,0.6696,0.244,0.756,0.0
@CBS,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",2018-04-22,72,0.4019,0.137,0.863,0.0
@CBS,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,2018-04-20,73,-0.4019,0.0,0.895,0.105
@CBS,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,2018-04-20,74,0.0,0.0,1.0,0.0
@CBS,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,2018-04-19,75,0.0,0.0,1.0,0.0
@CBS,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",2018-04-19,76,0.4877,0.174,0.826,0.0
@CBS,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",2018-04-19,77,0.4939,0.132,0.868,0.0
@CBS,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,2018-04-18,78,0.4199,0.141,0.859,0.0
@CBS,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,2018-04-18,79,0.7688,0.294,0.706,0.0
@CBS,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",2018-04-18,80,0.5994,0.196,0.804,0.0
@CBS,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,2018-04-18,81,0.0903,0.14,0.736,0.125
@CBS,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,2018-04-18,82,0.0,0.0,1.0,0.0
@CBS,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,2018-04-17,83,0.0,0.0,1.0,0.0
@CBS,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,2018-04-16,84,0.0,0.0,1.0,0.0
@CBS,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,2018-04-16,85,0.0,0.0,1.0,0.0
@CBS,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,2018-04-16,86,0.2714,0.123,0.806,0.071
@CBS,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",2018-04-16,87,-0.296,0.0,0.833,0.167
@CBS,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,2018-04-16,88,0.5719,0.179,0.821,0.0
@CBS,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,2018-04-16,89,0.765,0.292,0.708,0.0
@CBS,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,2018-04-16,90,0.0,0.0,1.0,0.0
@CBS,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",2018-04-16,91,0.0,0.0,1.0,0.0
@CBS,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,2018-04-16,92,0.636,0.318,0.682,0.0
@CBS,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",2018-04-16,93,0.128,0.123,0.776,0.1
@CBS,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,2018-04-16,94,0.5255,0.159,0.841,0.0
@CBS,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,2018-04-16,95,0.8392,0.44,0.437,0.123
@CBS,"Put your hands up for Entertainer of the Year, @Jason_Aldean! 🙌 #ACMawards https://t.co/QLFrrsyU8R",2018-04-16,96,0.4389,0.208,0.792,0.0
@CBS,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,2018-04-16,97,0.8268,0.352,0.648,0.0
@CBS,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? 🎼 #ACMawards https://t.co/19pDyrELqC",2018-04-16,98,0.0,0.0,1.0,0.0
@CBS,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,2018-04-16,99,0.8687,0.395,0.605,0.0
@CNN,Proceeds from economist's Nobel medal donated to non-profit https://t.co/kX9n19xQSv https://t.co/EFoIzSC9LV,2018-06-03,0,0.4767,0.256,0.744,0.0
@CNN,Republican Sen. John McCain says he supports effort to force immigration bill to House floor https://t.co/16TqOGGc9Y https://t.co/9tRcu1XvXe,2018-06-03,1,0.3612,0.135,0.865,0.0
@CNN,"The largest wildfire in California's modern history is finally out, more than 6 months after it started… https://t.co/ghBrwkNqi1",2018-06-03,2,0.0,0.0,1.0,0.0
@CNN,"A dog being flown by Delta Air Lines from Phoenix to Newark, New Jersey, died during a layover in Detroit, the airl… https://t.co/CIZZl7NzWT",2018-06-03,3,-0.5574,0.0,0.847,0.153
@CNN,Why startup visas are good for America https://t.co/jlC9GmqkEK (via @CNNOpinion) https://t.co/leqIYx9wu2,2018-06-03,4,0.4404,0.225,0.775,0.0
@CNN,"Four killings, including one of prominent psychologist, in Arizona are likely connected, police say… https://t.co/bN8Wy37Uzp",2018-06-03,5,-0.4939,0.116,0.657,0.227
@CNN,Virginia GOP chooses replacement for 5th district nominee https://t.co/aidAnQaUJT https://t.co/40fjghIVmj,2018-06-03,6,0.0,0.0,1.0,0.0
@CNN,"Valerie Jarrett, former top aide to President Obama, makes an appeal to get out the vote in 2018, saying ""it's time… https://t.co/kOuEcwmX9X",2018-06-03,7,0.2023,0.079,0.921,0.0
@CNN,"""The Big Bang Theory"" star Jim Parsons tells @VanJones68 he thought about Roseanne Barr's racist tweet ""on an emoti… https://t.co/DZ5mZaqIkP",2018-06-02,8,-0.6124,0.0,0.826,0.174
@CNN,Kenyan President orders top officials to take lie-detector tests in corruption crackdown https://t.co/jaKPXboTt1 https://t.co/q5lY5cX0jq,2018-06-02,9,0.2023,0.122,0.878,0.0
@CNN,An attorney representing three women in cases against a doctor known for singing and dancing while performing surge… https://t.co/Dog9UV2r2w,2018-06-02,10,0.0,0.0,1.0,0.0
@CNN,"""The crew, the people you don't see, the people you don't know — there are so many people employed..."" Actor Jim Pa… https://t.co/hlRURomCmj",2018-06-02,11,0.0,0.0,1.0,0.0
@CNN,Five Star Movement supporters rally in Rome to celebrate new government https://t.co/TG0G0PfQ8Q https://t.co/khOs2BwJFL,2018-06-02,12,0.765,0.375,0.625,0.0
@CNN,"The 30-year-old man who was still living with his parents says that he finally moved out, 10 days after a judge ord… https://t.co/SJnu3AdCmf",2018-06-02,13,0.0,0.0,1.0,0.0
@CNN,"""The Big Bang Theory"" star Jim Parsons talks about the fallout surrounding comedian Roseanne Barr's racist tweet, w… https://t.co/V2jEahrqYU",2018-06-02,14,-0.34,0.11,0.72,0.169
@CNN,Six major allies blast US over tariffs https://t.co/spgQbkUKR7 https://t.co/XqBSYXUalE,2018-06-02,15,0.0,0.0,1.0,0.0
@CNN,This is what it's like to surf near the Korean Demilitarized Zone https://t.co/8yu12Jk0Uv https://t.co/M3PaYFs75Q,2018-06-02,16,0.3612,0.161,0.839,0.0
@CNN,"Two climbers fell to their deaths Saturday at Yosemite National Park in California, a park spokeswoman said… https://t.co/jaQW500EV1",2018-06-02,17,0.0,0.0,1.0,0.0
@CNN,This 8-year-old Georgia boy was with his mom when he saw an elderly woman struggling to climb the stairs with her w… https://t.co/C2z0TDF8zu,2018-06-02,18,-0.4215,0.0,0.887,0.113
@CNN,Fifth federal judge rules HHS unlawfully ended teen pregnancy prevention grant funding https://t.co/FbAHxbgMmb https://t.co/p7iUsaxqQ6,2018-06-02,19,0.3612,0.161,0.839,0.0
@CNN,Serena Williams to face Maria Sharapova at French Open https://t.co/sVQ0mY8OZ0 https://t.co/hQAbDfu8Lb,2018-06-02,20,0.0,0.0,1.0,0.0
@CNN,What aluminum and steel tariffs will mean to you https://t.co/nyv92aLySO https://t.co/rSFOTHUraK,2018-06-02,21,0.0,0.0,1.0,0.0
@CNN,"Outgoing Missouri Gov. Eric Greitens, accused of revenge porn, signs law criminalizing it https://t.co/VtbQzEt6vW https://t.co/yMKjrU1vg5",2018-06-02,22,-0.5267,0.111,0.606,0.283
@CNN,US customs seizes Ohio family's life savings at airport https://t.co/rI48TGrwvr https://t.co/6VarTheMrf,2018-06-02,23,0.0,0.0,1.0,0.0
@CNN,"White House plans to nominate conservative documentarian, Bannon ally, to lead government media agency… https://t.co/dfPoET7g4V",2018-06-02,24,0.0,0.0,1.0,0.0
@CNN,"Trump lawyers sent special counsel Robert Mueller a letter arguing the President can't obstruct the Russia probe, T… https://t.co/AIJ08wJPcy",2018-06-02,25,-0.0772,0.124,0.737,0.138
@CNN,"Online dating lowers self-esteem and increases depression, studies say https://t.co/FGcjd3wJKB https://t.co/7oWg532YQf",2018-06-02,26,-0.6369,0.0,0.634,0.366
@CNN,"From calling rape ""bad sex"" to Roseanne's vitriol, this was a jaw-dropping week https://t.co/xE4VsALIqN https://t.co/GpSzg84sjo",2018-06-02,27,-0.8481,0.0,0.594,0.406
@CNN,Koch brothers group thanks Democratic senator facing tough reelection https://t.co/cR1fR1BHTP https://t.co/0prMJHsnt6,2018-06-02,28,0.34,0.216,0.672,0.112
@CNN,"MSNBC's Joy Reid takes to the air, does not address newest round of controversy https://t.co/C5g8bKxkpH https://t.co/fDQKPYiLkg",2018-06-02,29,0.5859,0.202,0.798,0.0
@CNN,DNA that led to Golden State Killer suspect's arrest was collected from his car while he shopped… https://t.co/98j66PA6z4,2018-06-02,30,-0.7717,0.0,0.705,0.295
@CNN,"""How and why? That was really my only reaction to it."" ""The Big Bang Theory"" star Jim Parsons says he couldn't imag… https://t.co/ghVYFRan5R",2018-06-02,31,0.0,0.0,1.0,0.0
@CNN,The alternative World Cup for stateless people and unrecognized nations https://t.co/sfnTC8VDly https://t.co/PsQMco4qQL,2018-06-02,32,0.0,0.0,1.0,0.0
@CNN,"US determining who will pay for North Korea leader's hotel room, The Washington Post reports https://t.co/YktYA3K4Ee https://t.co/YYiHkMevJr",2018-06-02,33,-0.1027,0.0,0.92,0.08
@CNN,"Puerto Rico deaths spiked after Hurricane Maria, new government data show https://t.co/B3HQtUWR8k https://t.co/yz3FoNOg7f",2018-06-02,34,0.0,0.0,1.0,0.0
@CNN,"Thousands of acres ablaze in Colorado, New Mexico https://t.co/Vd6n0knluJ https://t.co/e6usADMgXz",2018-06-02,35,0.0,0.0,1.0,0.0
@CNN,"The world shouldn't question North Korean leader Kim Jong Un's motives, says South Korean defense minister… https://t.co/g1lbpKkDP1",2018-06-02,36,0.128,0.086,0.914,0.0
@CNN,Pentagon recorded attorney calls with American ISIS suspect https://t.co/bHRmXYN40M https://t.co/gVv5hg9UjX,2018-06-02,37,-0.296,0.0,0.804,0.196
@CNN,What it's like on the ground in Puerto Rico https://t.co/1Z28vqPeVR https://t.co/DVx6zYbhyg,2018-06-02,38,0.3612,0.2,0.8,0.0
@CNN,Here's what you missed during a busy news week https://t.co/dtdjxIrOG1 https://t.co/IDw8JtwGnb,2018-06-02,39,-0.296,0.0,0.804,0.196
@CNN,"Here's a weekly roundup of the news, notes and chatter about the prospects for the next Democratic presidential rac… https://t.co/BOYIJ9Vy2y",2018-06-02,40,0.296,0.109,0.891,0.0
@CNN,"Republicans, Democrats see Asian-Americans as key to victory in Southern California https://t.co/E63SGsrhzr https://t.co/BfJMst5cyz",2018-06-02,41,0.0,0.0,1.0,0.0
@CNN,RT @CNNnewsroom: Comedian @spikeferesten to @smerconish on Samantha Bee Joke: “For me the joke landed and you hear the audience laugh… its…,2018-06-02,42,0.7184,0.269,0.731,0.0
@CNN,Craft brewers descend on Washington — just in time for tariffs https://t.co/buytzMRBgd https://t.co/r0ovNLPmgt,2018-06-02,43,0.0,0.0,1.0,0.0
@CNN,"America should be more at ease than this, writes Stephen Collinson https://t.co/65JwVLvVvk https://t.co/Qbfq2uB6Nf",2018-06-02,44,0.4173,0.188,0.812,0.0
@CNN,These are the videos you don't want to miss this week https://t.co/2zkqUvINV2 https://t.co/jNuZliZfKl,2018-06-02,45,0.0572,0.106,0.805,0.089
@CNN,"The US wanted this border wall mural taken down. Instead, a group of veterans repainted it. https://t.co/1gYDSUmztY https://t.co/PIY2YACyFE",2018-06-02,46,0.0,0.0,1.0,0.0
@CNN,Parkland seniors prepare for a bittersweet graduation without 4 of their classmates https://t.co/jJJPo40xb6 https://t.co/LQMen2xidK,2018-06-02,47,-0.0772,0.0,0.894,0.106
@CNN,"If the country used California's weird primary system, Trump probably wouldn't be President, writes Z. Byron Wolf… https://t.co/5T1X9UGa2I",2018-06-02,48,-0.1779,0.0,0.909,0.091
@CNN,The US economy needs seniors to work longer. Here's how to make that happen. https://t.co/xM1BUQaEgp https://t.co/dMpDKM8QzQ,2018-06-02,49,0.0,0.0,1.0,0.0
